type,name,namespace,threat_type,description,removed_at,malware,legitimate_package
npm,core,@blastra,false_positive,"Possible package confusion of blockstore-core - Explanation: The package '@blastra/core' has no README data, which is abnormal. The namespace '@blastra' does not clearly relate to a known organization or user, and the package name 'core' is common, which could be used in a typosquat attempt. The lack of description and the unknown maintainer 'devthejo' contribute to the suspicion.",,,blockstore-core
npm,core,@boll,false_positive,Possible package confusion of @babel/core,,,@babel/core
npm,core,@builder6,false_positive,"Possible package confusion of [botbuilder-core]

Explanation: The package '@builder6/core' has a namespace that does not clearly relate to a known organization or user, and the name is somewhat similar to 'botbuilder-core'. The lack of description and the namespace 'builder6' could potentially mimic a legitimate package, making it suspicious.",,,botbuilder-core
npm,core,@cmmv,false_positive,Possible package confusion of @jspm/core,,,@jspm/core
npm,core,@company-ui,false_positive,Possible package confusion of @brightspace-ui/core,,,@brightspace-ui/core
npm,core,@czb-ui,false_positive,Possible package confusion of @material-ui/core,,,@material-ui/core
npm,core,@desia,stealthy package confusion,Possible package confusion of @nestia/core,,,@nestia/core
npm,core,@djpkg,false_positive,Possible package confusion of @tapjs/core,,,@tapjs/core
npm,core,@encifher-js,false_positive,"Possible package confusion of tesseract.js-core - Explanation: The package '@encifher-js/core' has no README data, which is abnormal. The namespace '@encifher-js' does not clearly relate to a known organization or user, and the name does not appear to be a creative variation or intentional play on 'tesseract.js-core'. The lack of information and the unusual namespace make it suspicious.",,,tesseract.js-core
npm,core,@event-calendar,false_positive,Possible package confusion of @fullcalendar/core,,,@fullcalendar/core
npm,core,@finema,false_positive,Possible package confusion of @milkdown/core,,,@milkdown/core
npm,core,@flecks,false_positive,Possible package confusion of @tapjs/core,,,@tapjs/core
npm,core,@forml,false_positive,"Possible `scope confusion` package confusion of [@formily/core]

Explanation: The package '@forml/core' is very similar to '@formily/core', differing by only one character. The namespace '@forml' does not clearly indicate a known organization or user, and the maintainer 'fauxsoup' is not recognized as a known maintainer in the npm community. The description of '@forml/core' is generic and does not provide enough distinction from '@formily/core'. These factors suggest it could be a typosquat.",,,@formily/core
npm,core,@fourtune,false_positive,Possible package confusion of @tapjs/core,,,@tapjs/core
npm,core,@iuijs,false_positive,Possible package confusion of @tapjs/core,,,@tapjs/core
npm,core,@jamsr-ui,false_positive,"Possible package confusion of [shadcn-ui]

Explanation: The package '@jamsr-ui/core' has no README data, which is abnormal. The namespace '@jamsr-ui' does not clearly relate to a known organization or user, and the name does not appear to be a creative variation or fork of 'shadcn-ui'. The lack of description and the unknown maintainer make it suspicious.",,,shadcn-ui
npm,core,@leafer-ui,false_positive,Possible package confusion of @brightspace-ui/core,,,@brightspace-ui/core
npm,core,@motify,false_positive,Possible package confusion of @reshadow/core,,,@reshadow/core
npm,core,@porter-js,false_positive,Possible package confusion of core-js,,,core-js
npm,core,@pristine-ts,false_positive,Possible package confusion of @effect-ts/core,,,@effect-ts/core
npm,core,@sakura-ui,false_positive,Possible package confusion of @yamada-ui/core,,,@yamada-ui/core
npm,core,@shady-cli-dev,false_positive,Possible package confusion of @trigger.dev/core,,,@trigger.dev/core
npm,core,@snmt-react-ui,false_positive,Possible package confusion of @brightspace-ui/core,,,@brightspace-ui/core
npm,core,@vixt,false_positive,"Possible package confusion of @nuxt/core - Explanation: The package '@vixt/core' has a name very similar to '@nuxt/core', differing by only one character, which is a common pattern in typosquatting. Both packages lack README data, making it difficult to determine their purpose or if '@vixt/core' is a fork or has a distinct purpose. The maintainer 'soullyoko' is not recognized as a known maintainer in the npm community, increasing the suspicion of typosquatting.",,,@nuxt/core
npm,core-i18n,@thatweb,false_positive,Possible package confusion of @itwin/core-i18n,,,@itwin/core-i18n
npm,core-lib,@astrakraft,false_positive,Possible package confusion of @dashevo/dashcore-lib,,,@dashevo/dashcore-lib
npm,cornify,,false_positive,"Possible 1-step D-L dist package confusion of currify - Explanation: The package 'cornify' has no README data, which is abnormal. The name 'cornify' is similar to 'currify' with minor character changes, which could confuse users. The maintainer 'drgath' is not recognized as a known maintainer in the npm community, and there is no indication of a distinct purpose or intentional play on words. These factors make 'cornify' appear suspicious.",,,currify
npm,cosmi,,false_positive,"Possible `1-step D-L dist` package confusion of [cssmin]

Explanation: The package name 'cosmi' is extremely similar to 'cssmin' with an edit distance of 2, which is well within the range for confusing, adversarial names. This implies it could be intentionally mimicking the legitimate package. Additionally, the lack of README data raises suspicion and contributes to the view that it may be a typosquat rather than a legitimate fork with a distinct purpose. The fact that it appears to be a fork of 'cssmin' with no added value, combined with unclear maintainer reputation, further strengthens the conclusion of suspicious intent. Risk level: High).",,,cssmin
npm,couloir,,false_positive,Possible package confusion of color,,,color
npm,counterfact,,false_positive,"Possible `1-step D-L dist` package confusion of [counterpart]

Explanation: Although the two package names 'counterfact' and 'counterpart' differ only by an edit distance of 2, indicating a very minor alteration and high potential for confusion, their purposes are clearly distinct. Counterfact is a mock server for front-end development, whereas counterpart is a translation/localization library. The similarity in name makes counterfact an adversarial name and raises suspicions of typosquatting, even though it is not a fork (the name does not include a user identifier) and its description is detailed. Additionally, there is no evidence that the maintainer 'pmcelhaney' is linked to the legitimate counterpart package, which further supports the possibility of deceptive intent. Risk level: High).",,,counterpart
npm,cp,,false_positive,Possible package confusion of cpy,,,cpy
